ID;SALDO;F_SALDO;COMPRAS;COMPRAS_PUNTUALES;COMPRAS_PLAZOS;AVANCE_EFECTIVO;F_COMPRAS;F_COMPRAS_PUNTUALES;F_COMPRAS_PLAZOS;F_AVANCE_EFECTIVO;P_AVANCE_EFECTIVO;P_COMPRAS;LÍMITE_CREDITO;PAGOS;PAGOS_MINIMOS;F_PAGOS_COMPLETOS;MESES_CLIENTE
C10980;5898.757337;0.210938739;29675.20673;33607.63223;3706.66427;9856.862275;0.403442988;0.574629901;0.90661322;0.162192678;56;81;14734.06513;21871.85252;32759.98438;0.815921382;7
C10981;3815.968452;0.186154658;31503.38777;34332.11005;1129.155281;11940.86753;0.527291136;0.626584756;0.886825529;0.105235831;86;72;16351.46195;24054.40836;36648.92983;0.824962548;7
C10982;4158.902541;0.22820024;28494.12823;35504.73019;4227.934522;11524.15586;0.394578558;0.573264135;0.814857891;0.106214619;77;117;13490.69419;24487.87504;35827.7466;0.781551176;6
C10983;3841.069815;0.250013337;35230.41365;34244.33905;4321.541318;13222.54287;0.497816822;0.566965791;0.934808626;0.184593132;91;65;13614.32435;24699.67624;31188.81281;0.806585761;6
C10984;17386.53915;0.242369364;6910.211503;32419.12478;12823.42271;23605.81274;0.464473126;0.742228231;0.678981587;0.898388912;60;148;3319.398573;18060.51068;45046.29127;0.084677855;8
C10985;13911.17432;0.778149648;41785.88129;4952.111086;18730.36988;35329.07467;0.80307714;0.436524437;0.425918215;0.96568854;112;193;13423.81365;9442.529186;54253.54647;0.432655561;9
C10986;4401.550939;0.20059557;30302.29133;32968.75386;3576.030467;12345.17942;0.502932732;0.594164734;0.817673129;0.198870541;74;98;14183.01737;22513.98908;36364.9097;0.782786982;6
C10987;5157.806726;0.237159116;29362.86939;34508.35247;2052.823303;13603.29016;0.476300425;0.540180808;0.80636742;0.244327911;78;75;15691.71103;22699.30386;37536.16584;0.827196481;6
C10988;15015.78371;0.283232326;6651.659067;30984.49615;10929.68971;20597.49778;0.450083644;0.594635954;0.572512893;0.99685737;49;155;4004.135207;20221.64064;54834.69066;0.100509542;8
C10989;13838.63061;0.777322355;41565.32157;9173.149808;19518.40942;38459.49912;0.828712565;0.145053116;0.610573216;0.992992686;101;211;14484.17557;8142.644188;63484.03927;0.345820079;10
C10990;3602.41674;0.60615109;31520.63192;31384.04927;9636.140556;4522.984407;0.13097281;0.854817437;0.084555222;1.277751682;25;285;23562.48244;45983.90987;21029.24952;0.683279268;11
C10991;3887.948545;0.270293613;25969.00714;34115.64076;4372.29135;10618.53245;0.510449408;0.456823866;0.835979126;0.159732188;83;130;16399.10308;24021.33001;42559.82746;0.869555466;7
C10992;5411.589738;0.204509875;29687.06579;34074.02096;3431.655322;11268.80284;0.422540751;0.640122835;0.753534691;0.290257287;85;91;18103.68503;28131.58732;44721.61897;0.901675506;6
C10993;4116.110826;0.124443869;29980.55196;33052.64203;1767.768206;16000.5511;0.439896639;0.471125308;0.835909165;0.14079705;90;105;13672.83111;21761.5046;29557.3964;0.806260122;6
C10994;16346.70268;0.102462842;7665.078114;31568.74736;10025.79694;16760.51008;0.429154342;0.70215496;0.641528572;1.077856001;55;170;5124.765762;19350.2852;56525.66931;0.098868729;8
C10995;13647.95034;0.836137901;36943.05275;7042.65011;18920.67086;35966.09614;0.744441987;0.132915786;0.610610003;1.045767076;99;179;14748.61231;9139.843148;60724.84996;0.441954085;10
C10996;13316.97949;0.805675551;39391.38332;3304.35209;19478.2858;36444.03747;0.845674019;0.3087566;0.58168416;0.923476028;82;194;12141.56045;9839.095475;53670.82537;0.362284037;10
C10997;4114.309974;0.617725437;26541.20537;30451.55906;9392.970924;13130.07751;0.160686888;0.793557139;0.227317299;1.24996891;34;313;25266.41392;45867.99274;13547.13326;0.702198788;10
C10998;2179.603967;0.578540591;31484.79564;30863.46637;10385.31217;10671.19201;0.220115964;0.74598604;0.192707782;1.324838638;32;285;26525.83918;41076.45456;21046.6129;0.699743997;10
C10999;2970.296864;0.575475934;28638.08132;30516.94329;11408.72994;6969.269608;0.161836434;0.750700687;0.199121617;1.331414943;50;276;26043.95236;43733.11155;17435.6327;0.751771135;10
C11000;4017.183708;0.6496907;22524.29354;29218.4751;9832.759377;11884.38607;0.089663854;0.850642597;0.103152128;1.305577292;30;283;25251.91908;42806.0268;18491.07261;0.654031798;11
C11001;3830.991384;0.244331375;31769.87949;35630.60278;4319.873804;15812.09618;0.344244404;0.600346898;0.885691094;0.277396265;73;115;14734.39443;24672.93584;31202.3466;0.809495938;7
C11002;3744.948104;0.110886569;31763.21585;35871.17643;4851.416255;10879.96701;0.465348995;0.682892754;0.879169176;0.172700339;88;84;15948.29893;26371.02856;20204.03095;0.893873173;6
C11003;4358.10758;0.628024014;26082.04099;30884.64337;9574.909983;13069.61531;0.25735542;0.811196379;0.207785989;1.39960255;35;307;25338.74794;40660.34887;23070.77291;0.718560673;10
C11004;4142.761595;0.270987158;25299.01766;34647.39886;3395.591211;14993.23182;0.416450551;0.542447474;0.753898959;0.182804794;82;105;14522.53247;24406.95063;30104.62442;0.864618581;6
C11005;12721.08793;0.840002635;40227.57874;5535.099173;20883.34041;28260.98607;0.868657803;0.124721403;0.493040908;0.936942344;111;221;15882.77462;9295.734898;53995.02183;0.445797528;10
C11006;16487.85899;0.240739766;12215.37581;30081.05094;10246.89446;19765.91943;0.582141663;0.700596651;0.596299985;0.927104097;55;147;4820.161394;19715.45776;51124.13031;0.149423227;8
C11007;13001.12459;0.688901716;38374.07499;3139.863626;18726.19285;37266.72443;0.702229128;0.291163394;0.484081621;1.048874054;94;168;14911.03665;7027.049368;63403.78571;0.412001813;9
C11008;3580.550361;0.183135252;30624.53293;35048.43307;3273.597998;14601.6265;0.337988195;0.62821946;0.84210672;0.269185648;93;89;17784.08885;25935.13452;38320.57354;0.866486373;7
C11009;4698.098044;0.210556764;33069.12664;33667.04628;2736.298338;10093.67736;0.419291969;0.620840694;0.762020985;0.170097391;70;41;15392.4347;22113.91624;34735.65102;0.850148501;7
C11010;12177.23685;0.81111695;35719.21321;6008.548827;20076.6524;39760.84186;0.751774609;0.248143427;0.467603594;1.036047347;79;249;14462.20836;8859.74502;57387.62943;0.324356986;10
C11011;3579.83415;0.662148709;27702.13338;30719.02141;11436.58655;3912.505354;0.23748283;0.683345488;0.126212199;1.324395126;33;289;26402.97661;44112.68977;18073.68764;0.722339947;10
C11012;3474.953776;0.526508557;22070.08827;31658.85461;10536.89442;9739.692468;0.20586503;0.929699864;0.206108642;1.38300446;26;293;26135.68906;41010.82054;18468.45334;0.734825911;11
C11013;4938.961851;0.157803969;28819.95424;35224.95665;3344.121711;15520.77736;0.455510272;0.509358996;0.846340973;0.244172253;80;106;14333.31515;23473.0549;25157.40053;0.748290901;7
C11014;3081.987219;0.192280318;30044.09866;33207.75883;4715.54036;12943.692;0.398626468;0.56292826;0.789350013;0.395150955;90;96;17327.24422;22524.7969;36039.76034;0.802664077;6
C11015;3766.285951;0.277109682;29994.0961;34610.65165;3803.150453;16626.32846;0.447678253;0.629366771;0.797461545;0.134400332;61;88;13193.43259;21887.57386;31353.82305;0.872533124;6
C11016;14797.03995;0.727304216;40997.96332;3608.50733;18741.38446;40899.70044;0.869556925;0.325974409;0.650006805;0.967241905;108;221;14200.53634;7993.739516;58834.40868;0.274136115;10
C11017;5767.837494;0.12772359;30766.98789;33468.03025;1733.167407;12776.72694;0.464408452;0.668282522;0.874219183;0.255696721;93;78;14649.50016;23258.15071;23621.11911;0.797242615;6
C11018;3965.629805;0.240933296;29901.56996;35050.21411;3349.020691;8891.462987;0.355029822;0.631475266;0.867397774;0.149717947;85;83;15983.72043;23197.15873;;0.799136431;6
C11019;4374.064622;0.185073057;28183.35399;33488.21161;3921.808835;6682.868197;0.491053208;0.538403514;0.886282608;0.170780914;75;40;17690.04368;23079.43157;25370.5359;0.747785034;6
C11020;13851.2335;0.794492531;41807.17924;9485.766887;20487.31466;35780.39336;0.753583235;0.251880422;0.483007025;0.932624694;84;232;12979.85035;6734.036426;66326.75122;0.320533776;10
C11021;5127.289977;0.187796089;31908.33019;37832.30597;4549.709148;7154.976117;0.382463503;0.630863649;0.805749544;0.130724287;95;85;16323.73713;24591.33261;32056.37198;0.86595797;7
C11022;12780.91358;0.746867712;38686.58691;5263.186459;19332.32011;37661.63695;0.833111493;0.217104039;0.519178466;0.983454504;93;228;13326.73987;7259.319538;62355.5172;0.42230271;9
C11023;4156.864035;0.608208222;26122.9409;31015.32538;11298.90448;9065.760268;0.194235218;0.783056011;0.149511275;1.321698838;21;290;23168.87824;48177.51941;14835.25478;0.758881612;10
C11024;4173.348447;0.163084853;29728.73739;35725.68695;5064.303091;15799.69575;0.457776685;0.610579249;0.916971631;0.202851474;73;34;16028.72054;25783.13078;33579.57312;0.87501475;6
C11025;2430.208177;0.648205878;30261.35641;29448.5647;10508.21686;5418.561776;0.246097252;0.687040923;0.150365845;1.280122044;33;296;26503.56321;43875.45668;27098.46825;0.746446208;10
C11026;13642.06313;0.780376022;38618.91001;7832.577329;18176.34061;35348.04078;0.776776665;0.201713847;0.528916509;0.939837436;103;224;15228.70951;9641.342032;60707.84865;0.39945869;9
C11027;16705.66686;0.125556691;9522.529432;29913.46285;9588.932084;19504.70752;0.588035811;0.660300247;0.543153067;1.134885464;46;149;6974.632437;17022.24212;56359.26915;0.131182393;8
C11028;17593.9807;0.207480684;6516.231839;32356.53656;13485.48503;22047.48094;0.528155594;0.698237309;0.721793468;0.954978578;51;161;5361.650249;19301.23988;44091.90824;0.102376973;8
C11029;15730.99759;0.010427583;5104.296769;33473.53015;10788.94308;23870.18813;0.453807829;0.691580048;0.663445737;1.04363481;61;170;3749.967894;21890.13585;49246.07988;0.148405122;8
C11030;4890.756773;0.190845589;28526.28921;32735.84563;2825.621727;9279.63041;0.421804779;0.570864759;0.845978464;0.206564991;78;83;15144.55579;25350.86729;39823.52417;0.708096237;6
C11031;13901.75841;0.761741027;42478.49718;5942.436284;18968.78817;33859.65634;0.806875686;0.213417956;0.545548153;0.96778702;108;205;14121.23198;8010.079379;47373.6142;0.386199685;10
C11032;2360.334964;0.515684429;25173.88618;35557.60607;10691.72846;7645.315318;0.189686911;0.915741851;0.093601505;1.223763451;31;337;25809.16034;43419.46803;24771.31028;0.782608271;10
C11033;4930.737173;0.629362181;24690.03039;34471.38628;11068.82971;7978.284174;0.243606813;0.700913002;0.168597691;1.225672011;27;325;26091.47538;42480.53637;16150.8615;0.768897146;10
C11034;15840.4826;0.227177454;9277.234666;32337.35713;10392.88417;18893.14526;0.471892141;0.749133876;0.662060778;0.905305533;42;177;3791.245731;20451.57332;53676.05644;0.141602253;7
C11035;5642.298068;0.278225273;28936.04962;35054.44015;2479.040382;13283.05913;0.223807179;0.531883634;0.83304668;0.238326286;70;68;15342.12215;23154.16631;41439.93441;0.812051096;6
C11036;16707.42602;0.206128744;4969.690007;35157.48976;11735.09532;19476.73281;0.493377044;0.689764611;0.679917275;1.042003349;52;163;3064.153715;18491.18875;55885.78622;0.177588036;7
C11037;4598.759559;0.207563637;27742.27915;34292.48506;3780.82856;9131.279778;0.503485661;0.611862595;0.817869444;0.155382126;84;105;13800.18437;23922.79898;27863.47017;0.851065034;6
C11038;11554.19993;0.832548146;40677.33043;4654.316203;19666.02096;39783.69919;0.770187562;0.17902201;0.568700553;0.927058052;86;206;16901.85338;6815.049895;62617.9799;0.360572835;10
C11039;12728.62666;0.691987955;43966.92651;4036.037015;18154.50289;33820.80461;0.662963021;0.334685529;0.553902346;0.900790307;95;212;16768.81086;6014.170533;57135.23634;0.371995381;10
C11040;13065.25265;0.79507255;43779.63878;6018.660838;19762.86336;38172.94064;0.81989051;0.265865823;0.505888721;0.974460102;93;176;15317.43567;11220.42902;55494.89442;0.354153273;10
C11041;14893.69482;0.759902934;37367.04676;7120.225377;19644.73044;37114.9443;0.710093327;0.173421702;0.542662117;0.889628233;86;224;13612.31199;13118.4461;53298.8041;0.406143015;10
C11042;4002.084154;0.185964615;28345.35425;38039.62553;5521.377054;13863.49278;0.392064536;0.509916709;0.870633842;0.120809358;94;127;14666.84623;24458.67554;27595.23069;0.866655394;7
C11043;14239.58225;0.816700075;39121.7845;4156.505918;19895.43518;36775.18268;0.833364744;0.079965071;0.433343061;0.955385854;101;208;16515.39172;6950.947758;60731.83206;0.320565349;10
C11044;17133.39509;0.140617545;7906.581173;32626.40634;10499.75056;18042.27111;0.542145506;0.734804614;0.580443025;0.933568279;54;161;5721.06293;22435.9015;50499.99928;0.125203381;8
C11045;4083.211894;0.069477351;28457.10288;36419.89312;4041.436448;9213.354959;0.383972417;0.517013272;0.888588528;0.22615025;82;69;16433.67397;26125.5999;39015.59582;0.82886309;7
C11046;4633.589292;0.206875506;31422.56162;32966.84286;3673.150093;11018.27952;0.555163621;0.55574876;0.864775528;0.265292308;77;59;13132.80122;25353.66805;35698.20086;0.796735395;6
C11047;4013.828103;0.148808491;31734.51489;36925.62219;2419.781937;8121.111083;0.531786437;0.611489304;0.772015178;0.133976968;86;142;15727.91643;23018.71668;33987.11444;0.799644698;6
C11048;13912.90655;0.717694402;37613.93871;7230.318333;20038.78302;38495.08095;0.850341915;0.203976899;0.542054073;1.052442685;96;184;13399.20873;7736.513982;56514.01709;0.458886994;10
C11049;3762.804952;0.229218596;30326.97913;34964.54871;4080.876725;10408.3593;0.339745874;0.63921316;0.905455096;0.263244334;85;58;14714.74738;24802.93442;32747.49685;0.766128534;6
C11050;4383.464032;0.246911521;30268.85683;34256.8084;2912.824549;9151.289358;0.360348;0.618514664;0.874412259;0.150012808;90;118;16274.78959;25365.06077;39632.56483;0.801962312;7
C11051;4081.916075;0.205876362;28931.04963;33955.11126;3590.398673;6112.761785;0.452548981;0.598270999;0.884208945;0.25749662;81;47;19442.00634;24966.29105;28195.37223;0.823700025;6
C11052;4654.153728;0.214238997;32900.03527;35705.62882;628.6425918;8682.286562;0.449465363;0.512362822;0.83542703;0.368379598;75;67;15103.06723;27040.40103;36174.7592;0.820380775;6
C11053;12440.1313;0.736178894;33238.36793;8319.350036;19669.96546;32181.45186;0.8595509;0.305281022;0.460641699;1.013818536;72;208;15340.74559;7723.866022;61396.70829;0.374725286;10
C11054;11854.70354;0.73420875;40035.89111;6641.121434;19408.56833;38547.09514;0.844055996;0.259754954;0.533217901;0.935306235;88;153;15067.26986;8170.293041;57652.39363;0.362710254;10
C11055;13175.97667;0.807744013;37803.02844;8996.196115;19712.01181;37916.66215;0.770434069;0.331681161;0.430152087;1.026129136;75;208;14378.84987;9902.43546;61875.37652;0.35275286;10
C11056;15744.22617;0.086310184;8272.805419;29796.89173;8739.963311;26735.31609;0.564384487;0.557745581;0.556251353;1.018049422;48;170;3706.036823;20754.52576;54674.03217;0.162548426;8
C11057;14262.14566;0.719644149;40784.23087;6412.089657;18255.1231;39929.48466;0.833073461;0.195220109;0.559928297;0.929295296;92;190;16642.03136;8663.648575;58823.04478;0.3693212;10
C11058;3867.348484;0.177127868;29449.01469;32911.06606;2853.127513;8918.805478;0.4111005;0.531322807;0.801360967;0.3213032;77;63;15998.16304;22762.01092;34253.5824;0.870156855;6
C11059;5232.733685;0.21117722;28096.39833;34481.71301;4249.720685;15674.15876;0.41998646;0.576263427;0.864788047;0.313922357;71;77;17200.08277;26067.95132;34377.82871;0.843542197;6
C11060;5321.540097;0.243291997;29631.59021;37940.19287;4625.92278;8439.846101;0.234660589;0.589660378;0.817570198;0.016549447;82;72;16858.87315;24634.1307;33021.43675;0.846598754;6
C11061;12103.07922;0.781569997;38956.77266;4354.25368;19608.28678;32773.8827;0.800557636;0.151839204;0.491623582;1.118451931;98;206;14101.26193;11387.69205;60239.39559;0.362288562;9
C11062;3951.507249;0.216711959;29666.99189;33614.46587;5223.399937;7124.414464;0.46863509;0.610155368;0.738410138;0.195187993;100;114;12597.27838;21996.88256;33249.27439;0.7868352;6
C11063;2314.722691;0.164984806;31163.17296;33373.16376;2628.05008;15350.35233;0.468780531;0.615437199;0.822826829;0.160480729;85;69;14577.044;21801.91588;34715.66951;0.796208625;6
C11064;16321.82605;0.185194215;4905.406734;31724.58059;11754.23519;22378.6328;0.609410346;0.621873096;0.59766001;0.964924616;65;195;5384.817562;18728.91742;41869.33399;0.159950156;7
C11065;11860.54206;0.731861633;38945.94213;6703.358034;17970.35405;37875.56578;0.765155313;0.258833157;0.421970935;0.968147532;81;217;16207.08433;7461.054684;58639.67745;0.322206705;10
C11066;5580.405267;0.217983234;29924.13205;35785.82585;3117.751993;11400.51168;0.395503757;0.57022878;0.84952506;0.096815779;61;133;16729.13908;21487.65129;32003.70866;0.868316497;6
C11067;3717.433292;0.267244229;27456.21502;36779.26864;3774.974309;10562.51226;0.502143155;0.603655774;0.823545718;0.181688174;76;93;17036.33556;23475.45254;30479.62744;0.843010306;7
C11068;4501.529817;0.304568594;31143.11312;33122.9076;2906.61274;8102.899603;0.407965015;0.58137285;0.802263029;0.298596864;79;96;16617.69857;25791.55706;31071.52497;0.828942192;6
C11069;17540.83521;0.185492928;6919.138228;32328.08335;10966.72874;22730.13188;0.620704024;0.767690458;0.673279027;1.021659215;63;183;2687.696166;20487.38623;58471.4667;0.058141821;7
C11070;4155.199422;0.177900221;28970.51404;37563.00051;3934.255696;8841.123977;0.441372707;0.463718411;0.800148444;0.130217185;68;103;16666.467;26310.09116;;0.853727263;6
C11071;4937.349121;0.215712629;34693.88733;38286.1352;3171.547281;9090.951148;0.45454922;0.612639281;0.772147582;0.176559152;90;39;15225.18897;23848.86355;46725.15614;0.821829287;7
C11072;15698.98755;0.168615685;4117.341343;30548.09341;11971.99197;21879.85867;0.619699794;0.728202772;0.670975307;1.005691626;69;148;4941.929637;17352.44818;49809.94223;0.159014318;8
C11073;14556.92366;0.793849596;44415.18512;6974.579855;19446.03071;41509.89325;0.796633374;0.140480723;0.588243349;1.101042634;103;211;13321.52325;7265.859501;50543.48478;0.354108986;10
C11074;13471.99681;0.900855934;41298.46698;3989.368071;20713.28581;39542.03932;0.782623705;0.22109479;0.540172824;1.013893139;103;197;13905.5886;10514.40943;63067.46173;0.28678568;10
C11075;3822.182457;0.668830834;24845.27427;32137.14629;9710.64679;8307.975852;0.162821892;0.78526753;0.149800506;1.266123263;29;302;27145.31276;42552.91756;14405.14052;0.738686945;11
C11076;13239.97741;0.830842509;36414.49402;6455.914045;18190.06144;38771.74746;0.742235915;0.270570365;0.495916592;0.918278104;78;187;12908.77005;7801.569539;63656.29663;0.3657202;10
C11077;5395.552666;0.196108612;28830.81545;35596.76285;3368.721438;17600.34464;0.306916453;0.47764035;0.8261832;0.18914474;81;83;15304.27241;26002.16273;33733.58181;0.765805227;6
C11078;15675.27702;0.186419805;7335.452772;33003.5732;11620.04716;21344.88567;0.503390855;0.634464177;0.597970211;1.003464463;54;174;4884.824747;24115.33752;65101.70738;0.07250127;8
C11079;3917.433403;0.709128101;29156.76905;31223.39258;11483.29079;9918.081139;0.136071755;0.804931735;0.322751653;1.287983707;34;285;25636.19389;43222.74388;10000.07302;0.67262856;11
C11080;14383.05246;0.766885572;43000.73206;6906.850308;19318.27873;37200.16762;0.765901317;0.263904013;0.545692969;1.114287978;80;192;14039.97313;11431.53071;55071.59599;0.402509521;10
C11081;4929.074132;0.216022469;30456.19894;34804.36393;5110.346265;9143.403928;0.384460226;0.710912816;0.868004448;0.162140686;68;150;16470.91146;25955.02924;44543.7885;0.917003127;6
C11082;3726.595497;0.14571979;28100.96634;34416.66707;2131.276251;7306.054025;0.411854174;0.641165178;0.879252954;0.222454208;78;59;15998.63846;24004.84567;37084.09636;0.93486627;6
C11083;5489.178236;0.279599821;32304.98952;36516.46212;3931.066304;6156.635077;0.419370219;0.552704113;0.795044687;0.205039664;70;85;15430.10752;26083.74557;;0.844930572;6
C11084;3293.604974;0.605326149;25214.95657;27760.99914;12621.28242;7773.833918;0.247131149;0.830561058;0.149513788;1.414125629;10;289;25181.90919;46060.39375;23200.558;0.641736778;10
C11085;3012.555473;0.493761768;23481.24648;31629.67652;10061.49121;10574.12915;0.163061821;0.805231108;0.194142075;1.332900123;24;253;25542.79375;43061.62795;17707.00537;0.691446213;11
C11086;4177.872164;0.621253711;28910.54081;30103.38139;9333.505679;8791.760186;0.184210057;0.766002434;0.074960358;1.240169782;29;289;25715.32486;42120.62473;;0.735873611;11
C11087;13806.10653;0.697930583;39964.82102;8990.929526;21358.58817;37834.64688;0.81963267;0.260335335;0.53358309;0.96854246;99;203;13749.19048;7249.884768;56364.23927;0.367163476;9
C11088;3488.285338;0.215979005;30753.78384;35982.8547;2821.467549;11977.68705;0.36026594;0.490037113;0.880733695;0.162394565;97;137;12927.29169;24276.74054;36031.9827;0.755150378;6
C11089;4177.326476;0.142505854;25289.90579;32977.6254;4560.37326;15583.08887;0.47058527;0.502334667;0.790907593;0.265505606;78;43;16795.07074;24565.68408;34453.62492;0.83727694;6
C11090;4869.702385;0.231970373;28963.14699;34162.00024;3381.80592;12499.73979;0.516142041;0.643357768;0.837170826;0.135600412;78;59;14328.9884;24439.07741;34971.25312;0.814323141;6
C11091;13304.06308;0.749459656;44611.1595;6716.866835;20541.08428;41740.83359;0.875456939;0.119162055;0.535721279;0.956780104;101;263;17328.5439;11854.58496;61901.16479;0.317087687;10
C11092;2768.511809;0.571228853;25056.12152;27332.72501;11048.58471;14594.99117;0.208307683;0.844113514;0.191571053;1.311875886;13;298;25939.45545;45072.29465;16959.60552;0.680498547;10
C11093;3511.293346;0.596900272;27420.51378;30012.41748;10511.27461;7746.958491;0.193178571;0.786957414;0.202043042;1.308207339;47;358;27496.73537;43434.64177;10524.81094;0.78697542;11
C11094;3229.092302;0.594674146;27745.16737;31024.43682;11343.53709;7430.837793;0.198804371;0.822448063;0.128866823;1.331242291;38;297;27690.44483;42674.29893;19642.42628;0.781624811;11
C11095;13257.46699;0.787756549;41612.43377;3678.804271;19364.6765;31756.20381;0.810422926;0.204712778;0.498538202;0.928150521;83;186;12839.86736;9288.837743;66431.93464;0.375862815;10
C11096;2519.989675;0.116525695;25498.25389;35289.2649;3760.73015;10908.51129;0.414441282;0.648272952;0.824956256;0.168654966;82;100;16453.08661;24604.39029;43085.72813;0.801118665;6
C11097;15571.53236;0.207820385;12622.4262;33827.58379;9090.06098;16777.53737;0.433873334;0.777159257;0.626245661;1.108145556;48;175;3254.092489;22636.09931;;0.191266071;8
C11098;2600.299824;0.144577995;29737.25806;34203.57034;2212.894423;14816.98023;0.41660329;0.577373224;0.791915138;0.123398612;67;63;14603.71618;28588.9203;29003.46866;0.844941828;6
C11099;12232.34662;0.826225127;37836.33388;5453.328723;20681.72715;34359.47262;0.813164385;0.244129748;0.542745794;0.890945;82;164;16495.79283;8150.936325;56718.54583;0.311913023;10
C11100;13024.30325;0.855302307;40277.35145;8958.600848;19943.97021;37761.75754;0.744308036;0.278124058;0.515175345;0.961583324;88;214;13197.59301;9977.512917;56651.62682;0.387372652;9
C11101;4867.701327;0.207510315;27634.39923;29570.92368;3229.00763;9681.319038;0.453304139;0.631752184;0.885062733;0.110670685;66;82;15303.67925;24260.79648;32016.77822;0.832521245;6
C11102;13963.06753;0.747251302;41071.10773;6257.248138;19276.56566;39371.58659;0.770057891;0.177882753;0.603890442;1.041302041;84;241;14473.69692;6206.15293;60030.51808;0.353716813;10
C11103;12906.02361;0.833953089;40683.66427;4749.727984;19368.63359;37123.6877;0.809455913;0.143384699;0.47872289;0.938509997;96;231;13627.28939;5400.582491;52929.14257;0.399130908;10
C11104;13518.55563;0.734438441;42001.81233;4942.984623;20328.1371;33135.11973;0.79497876;0.240752244;0.519064744;0.935283292;96;219;15877.55717;7530.719444;59705.64372;0.296017944;10
C11105;2301.977169;0.224508897;27354.071;33118.83349;2602.208141;12717.53121;0.415921429;0.501507031;0.797604708;0.311858809;99;89;18037.78755;24716.56875;39334.37417;0.795378042;7
C11106;12567.1445;0.801078499;42046.62838;8908.368208;19185.84286;36473.64186;0.763726526;0.19163907;0.547943786;0.924969951;111;228;14742.40893;7359.209019;66805.84668;0.348789965;10
C11107;4093.52361;0.062657485;28822.7883;34174.6838;3688.989914;6366.814191;0.411228347;0.679565236;0.87801517;0.127745965;84;106;15523.89405;21766.31238;35107.03381;0.880354305;6
C11108;11813.4046;0.664770436;39571.35646;5761.711119;19736.00323;35331.46106;0.825080132;0.205709213;0.587625405;0.963975029;89;152;14851.01525;8706.666727;57377.04121;0.307321904;9
C11109;4619.677921;0.176837194;27531.56992;32613.27109;4043.002998;9168.3732;0.434072678;0.59945232;0.767404848;0.231416136;75;105;14338.35599;28242.53533;38074.41772;0.776438107;7
C11110;16457.0361;0.113856699;7863.366849;31993.04714;10511.32852;20957.90855;0.594678633;0.584512257;0.665123112;1.043192833;52;165;5626.409232;22588.68368;56070.63726;0.157770736;8
C11111;17280.28321;0.164984693;5011.476435;28844.46217;12241.54133;21176.7191;0.509495496;0.554965494;0.539548123;1.028631916;43;135;3919.884535;19376.73734;57132.81716;0.071174563;8
C11112;12433.1278;0.795883298;42810.89226;6886.223887;20156.54298;36458.59316;0.758304641;0.106856099;0.453034478;1.021981212;94;225;13936.80462;9825.901319;53332.59994;0.360402897;10
C11113;11944.14104;0.725479374;37776.15986;3688.051891;18961.07391;37041.38666;0.820657583;0.217310255;0.537342137;1.004781235;79;194;13438.00622;8177.911871;61943.89065;0.439821815;10
C11114;12324.21657;0.833047167;41011.85038;7624.289201;18224.7141;38103.29497;0.834604607;0.197320407;0.629231325;1.064914133;87;222;13566.45385;6906.348854;54327.27248;0.333342658;10
C11115;3693.802316;0.123289793;28957.87109;38068.85832;4823.783522;10464.75733;0.501053638;0.680218316;0.844768386;0.270050839;81;90;13057.22786;22209.85858;33930.10518;0.980439591;6
C11116;5075.478543;0.17642283;28252.74379;35942.16128;3352.452254;10071.19597;0.457516984;0.582096985;0.858776877;0.282604983;86;63;14532.23623;25764.41237;34794.56733;0.797359199;6
C11117;17150.66852;0.101041029;9935.85007;30749.84666;11345.71775;20128.46051;0.500647435;0.721857152;0.631240098;0.854448718;50;183;4355.360764;23855.70708;63251.75058;0.139774747;8
C11118;13083.18777;0.755149177;40043.61194;9455.862537;20501.29823;37767.31037;0.829518234;0.241421476;0.46888111;1.111024577;92;222;15293.54884;6614.794605;55909.39813;0.373249811;10
C11119;13004.64746;0.764386628;45665.14035;2038.729562;20061.77086;35015.14363;0.812832139;0.195944869;0.503285292;1.000810947;84;228;16379.34631;6703.084448;53992.50406;0.320578758;10
C11120;15556.70031;0.156023155;8724.306107;31541.34239;9726.81547;19687.81738;0.606938864;0.786327034;0.597676226;1.060402832;49;130;6480.640335;18157.89405;;0.101924883;7
C11121;6024.287794;0.254564213;27801.44591;37159.49818;3108.270893;14060.19117;0.455926902;0.56602864;0.776075076;0.13594516;74;38;16324.03228;23928.70373;33957.04662;0.872989412;6
C11122;12554.12279;0.789958747;42453.68014;4602.135546;18997.34697;36672.13116;0.756433979;0.290124914;0.51591965;0.923203549;96;164;15320.9594;9357.269455;57701.89983;0.388049965;9
C11123;2993.635186;0.233744026;29449.03841;36333.8152;4386.240424;13248.67253;0.388480588;0.533512244;0.736258132;0.210590433;83;108;16329.35081;25439.31804;33761.5048;0.848560633;6
C11124;15309.57522;0.249844019;9386.084459;31645.89365;11398.8111;22784.45939;0.532141378;0.687323103;0.590727439;1.048235743;48;145;3408.966956;25746.27603;57461.51943;0.104173091;8
C11125;15424.23272;0.165090175;6525.825519;30364.60703;10989.47682;16977.86507;0.560661513;0.823080331;0.65772638;1.025624186;42;141;3970.696631;21012.48003;58226.42013;0.125275439;8
C11126;4065.235816;0.276664289;29136.05206;34133.71971;3489.434117;8752.63415;0.491981338;0.512895797;0.771417936;0.12983845;92;83;15852.10433;23998.4338;29596.82594;0.848732705;7
