objid,ra,dec,u,g,r,i,z,run,camcol,field,score,clean,class,redshift,mjd,rowv,colv
1237648722305744971,182.9565504,0.63185701,18.80622,17.69074,17.30959,17.17235,17.14312,756,5,448,0.8699969,1,STAR,-4.05e-05,51615,0.002325908,0.001243105
1237648722305613887,182.629706,0.672774882,19.54201,17.58796,16.75282,16.36253,16.04132,756,5,446,0.8824394,1,GALAXY,0.01996788,52023,0.001448106,-0.000751228
1237648705677295761,243.8660995,0.849619962,18.42121,18.17143,17.85289,17.95793,18.08777,752,6,670,0.8588217,1,QSO,1.070234,51693,0.001484764,0.000539963
1237648721792205260,236.2217915,0.404306269,17.8333,15.9663,15.07994,14.63417,14.29535,756,4,804,0.8522295,1,GALAXY,0.03326639,51691,0.000940846,-0.000451287
1237649918427332740,11.38734947,13.78134786,19.46927,18.3042,17.65043,17.22307,16.99882,1035,1,39,0.8477055,1,GALAXY,0.09481806,51879,-0.008978535,0.01317972
1237648721759436876,161.3408181,0.375360855,18.33334,17.285,16.87353,16.7171,16.6566,756,4,304,0.8714468,1,STAR,0.001100546,54208,8.481981e-05,-0.00207417
1237648722304630928,180.4291304,0.823614527,18.56034,18.41094,18.24956,18.03934,18.0017,756,5,431,0.8606444,1,QSO,1.52176,51930,0.00822086,-0.000449449
1237646382079345434,94.17779515,0.89113126,17.69851,16.2152,16.04205,16.00999,15.95449,211,6,355,0.8095989,1,STAR,0.000158071,52931,-0.001367358,0.000597684
1237648720164225231,196.5688584,-0.847289437,18.4528,17.10265,16.35018,15.93956,15.6536,756,1,539,0.8288146,1,GALAXY,0.08368644,51986,0.001191577,-0.001370353
1237648675605381513,242.7278994,1.12073441,17.87721,16.59167,15.95641,15.56669,15.33162,745,6,561,0.3354528,0,GALAXY,0.05804155,51690,0.002712217,-0.00309246
1237648702972821724,197.9696927,-1.202853668,18.51942,16.74492,15.84739,15.40354,15.0956,752,1,363,0.8568273,1,GALAXY,0.08403751,51985,-0.001692184,-0.004097701
1237648704053051481,212.7573193,-0.332298815,19.43621,17.96616,17.46264,17.16207,16.91622,752,3,462,0.8566173,1,GALAXY,0.05473021,51615,0.000867802,-0.002675445
1237648720717414592,233.8038998,-0.422543631,19.02328,18.03214,17.63906,17.46581,17.38468,756,2,788,0.8330097,1,STAR,-0.000483375,55350,-0.000418959,-0.002506801
1237648704053248148,213.2087344,-0.29579715,19.38352,17.29637,16.15999,15.68171,15.30089,752,3,465,0.843658,1,GALAXY,0.1381395,51615,0.00346279,-0.003253429
1237648722312036460,197.3076766,0.659880384,19.22751,17.87572,17.32519,17.09721,17.00796,756,5,544,0.8293038,1,STAR,0.000138739,56727,-0.000438539,-0.000293003
1237648722308890871,190.0437601,0.69982856,19.23697,17.99606,17.38782,17.02604,16.80023,756,5,496,0.8228984,0,GALAXY,0.07963566,51928,-0.005386637,0.000171676
1237648705129807921,219.582247,0.595887057,17.89559,16.71264,16.2921,16.1399,16.07841,752,5,508,0.8986287,1,STAR,7.054803e-05,51663,-0.001038728,0.000289837
1237648704047677650,200.5231187,-0.25712563,19.57578,17.78184,16.91376,16.54544,16.22389,752,3,380,0.8314652,1,GALAXY,0.07563096,51984,-0.004260324,-0.008709051
1237648703511134249,201.1969395,-0.77969742,18.36113,17.29654,16.85842,16.67448,16.59751,752,2,385,0.8538731,1,STAR,3.501208e-05,54970,0.000804123,0.001179248
1237648722308497410,189.1191345,0.739893894,19.28563,18.15838,17.75294,17.58028,17.54608,756,5,490,0.8643857,1,STAR,0.000190152,54567,0.002862433,0.000771544
1237648722833178869,161.406418,1.060453862,19.46158,19.3917,19.17851,19.16486,19.09699,756,6,304,0.8337004,1,QSO,1.330653,51910,-0.00237199,0.003406166
1237648721788141757,226.8363389,0.419521727,19.59353,18.40784,17.80487,17.41665,17.26229,756,4,742,0.9004648,1,GALAXY,0.1157828,51990,0.000500383,0.0036838
1237648704587039013,206.1839916,0.113604598,19.50167,17.50051,16.52062,16.08367,15.71161,752,4,418,0.9275425,1,GALAXY,0.08923479,51671,-0.002063446,-0.001196522
1237648704592216404,218.0326811,0.165190732,19.16253,17.32009,16.48578,16.07843,15.73552,752,4,497,0.8426813,1,GALAXY,0.05549897,51637,0.000401966,-0.000319516
1237648720167895051,204.8383452,-1.03614414,19.33106,18.78195,18.72104,18.53797,18.5059,756,1,595,0.8192758,1,QSO,1.632158,51671,0.001731829,-0.00038313
1237648721790042292,231.2070573,0.313468773,19.46563,19.24642,19.53754,19.74863,19.91835,756,4,771,0.8588685,1,STAR,2.246905e-05,55327,-0.000313536,0.003093258
1237648720166256756,201.1224172,-0.842850866,18.45941,16.94082,16.11488,15.68113,15.35287,756,1,570,0.8311669,1,GALAXY,0.09883341,51959,0.001590847,0.000594203
1237648720164749350,197.7841767,-0.975281937,19.09353,18.75805,19.05248,19.29302,19.61206,756,1,547,0.8170768,1,STAR,0.000126512,56727,0.008787548,0.002193216
1237648722311512253,196.1188123,0.82872848,19.38471,18.28407,17.67193,17.35677,17.14629,756,5,536,0.8148006,1,GALAXY,0.153416,51986,-0.004486942,0.006501689
1237648721790435703,232.1763272,0.261389428,19.11765,17.39344,16.49776,16.03168,15.67153,756,4,777,0.8752985,1,GALAXY,0.08028346,55327,0.003376696,0.003311614
1237648705129480247,218.8321711,0.47572999,16.75927,15.62012,15.041,14.71669,14.44965,752,5,503,0.8909606,1,GALAXY,0.02956719,51637,0.001458539,-0.001301334
1237648721753276447,147.2388291,0.373755469,18.9361,18.59122,18.42903,18.18872,18.16567,756,4,210,0.8721954,1,QSO,0.5838438,51630,0.001788337,-0.000231484
1237649918430543940,18.97622456,13.35335845,16.52204,14.67386,13.84595,13.43541,13.13825,1035,1,88,0.8400486,1,GALAXY,0.01395918,51821,-0.001932674,-0.001512901
1237648702967119996,184.9442586,-1.19994139,18.24933,17.00582,16.33551,15.91403,15.63367,752,1,276,0.7958646,0,GALAXY,0.08496574,52000,0.002674863,0.00683815
1237648721759240201,160.8316069,0.216131428,18.80827,17.51598,16.9926,16.77825,16.72198,756,4,301,0.9080893,1,S,0.000343714,54213,0.001263022,-0.001237488
1237648705129808058,219.6651858,0.441050803,19.29275,19.02275,18.92752,18.85194,18.76428,752,5,508,0.8986287,1,QSO,1.971239,51663,0.004867118,0.000548512
1237648705129807919,219.5819712,0.471852739,18.56313,18.53411,18.38498,18.37235,18.3623,752,5,508,0.8986287,1,QSO,1.257948,51663,0.001262803,-0.001496219
1237648722304237750,179.4431769,0.804054451,18.89793,17.94164,17.63451,17.39075,17.24741,756,5,425,0.8520257,1,GALAXY,0.04665807,51930,0.001427556,-0.001300503
1237648702968365114,187.7846627,-1.243987088,17.80634,17.76313,17.95942,18.12879,18.24596,752,1,295,0.8089905,1,STAR,0.000286712,51993,-1.02e-05,-0.000430641
1237648721787158670,224.7228269,0.231985222,18.49904,17.2099,16.57881,16.3256,16.18781,756,4,727,0.8589007,1,STAR,-0.000240693,54970,-0.003342083,0.003396438
1237648722837700610,171.5994852,1.14914918,19.16897,18.69469,18.183,17.3739,16.83097,756,6,373,0.8553704,1,S,-9.24e-06,51614,-0.002523955,-0.01244747
1237648703514738879,209.4291533,-0.76259171,17.80781,16.93552,16.67188,16.47706,16.3433,752,2,440,0.897414,1,GALAXY,0.02961222,51942,0.02201141,-4.16e-05
1237648722833834031,162.8627175,1.152155218,17.49692,16.21601,16.35737,16.48298,16.56253,756,6,314,0.8459709,1,STAR,0.000780756,51909,0.001352311,-0.002289989
1237648703509758113,198.0266503,-0.830769558,19.42913,17.37634,16.44042,15.99871,15.68624,752,2,364,0.8741254,1,GALAXY,0.08446006,51985,-0.00195474,-0.000108711
1237648721233379463,186.1010651,-0.175612209,18.52041,17.42112,16.94881,16.75245,16.691,756,3,469,0.8847101,1,STAR,0.000473996,54140,-0.001331894,0.001699096
1237648704588808374,210.2354856,0.136658328,19.36326,17.64381,16.8152,16.37034,16.06687,752,4,445,0.9049315,1,GALAXY,0.08217588,51942,-2.4e-05,-0.002040508
1237648705127645407,214.7043344,0.474987851,18.8904,17.77925,17.19017,16.86358,16.72712,752,5,475,0.8269807,1,GALAXY,0.05265518,51615,0.000109176,0.001391348
1237648722833571890,162.2803869,1.158742228,16.13818,14.70934,14.1829,13.98466,13.90768,756,6,310,0.831146,1,STAR,1.320921e-05,54208,0.001061831,-3.06e-05
1237648720163700761,195.2829388,-0.893681734,17.75348,16.50917,16.69314,16.8345,16.94112,756,1,531,0.7958528,1,STAR,0.001008813,51689,-0.001841392,-0.002312474
1237648720684646421,158.8839996,-0.440515847,19.0818,18.86202,18.6627,18.67084,18.51304,756,2,288,0.8733997,1,QSO,0.9176108,51957,0.00080068,-0.000692571
1237648721232003118,182.9144351,-0.075097773,19.52966,18.56824,18.3095,18.19225,18.18075,756,3,448,0.8927324,1,STAR,0.000751398,55323,0.000978793,-0.001228167
1237648720166519009,201.8348608,-0.985194952,19.37177,17.41946,16.52911,16.12661,15.79066,756,1,574,0.8206674,1,GALAXY,0.07245345,51959,0.000662953,0.000348621
1237646382079476799,94.49881867,0.989660893,18.09839,16.7229,16.13046,15.87395,15.6924,211,6,357,0.8050375,1,STAR,1.952831e-05,52931,0.002049031,-0.000112243
1237648702967840829,186.541228,-1.087122261,18.15763,16.9372,16.40652,16.17633,16.06069,752,1,287,0.8121067,1,STAR,-0.000144721,54140,-0.000364722,0.000751664
1237648722837438689,171.1348361,1.052447822,19.08878,17.64783,16.78539,16.35158,16.02403,756,6,369,0.8649942,1,GALAXY,0.07360979,51614,0.002124396,-0.000786849
1237648702967054406,184.7061704,-1.236947134,17.78422,16.50031,15.87221,15.49801,15.28736,752,1,275,0.8006991,1,GALAXY,0.06989451,52000,-0.001505413,0.003294405
1237648720683925739,157.3173053,-0.630405236,19.59867,18.65282,17.80327,17.35209,17.08876,756,2,277,0.8732257,1,GALAXY,0.2218692,51941,-0.002374493,0.000667635
1237648704590709022,214.5260004,0.052999262,19.20814,18.28542,17.47454,17.1069,16.92727,752,4,474,0.837856,1,GALAXY,0.1364836,51615,-0.01844653,-0.01396075
1237648720686088210,162.195429,-0.541062258,19.07102,18.0139,17.51009,17.31524,17.23491,756,2,310,0.839784,1,STAR,0.000755086,54208,0.001227563,-0.000279922
1237648722307973311,188.0403562,0.837624645,19.52858,19.09397,19.14448,18.81389,18.57353,756,5,482,0.8663213,1,QSO,0.4765315,51941,0.002900779,-0.004272104
1237648703515066447,210.2147574,-0.632430429,18.83854,17.79305,17.42255,17.2969,17.23088,752,2,445,0.8823112,1,STAR,0.000346897,51942,0.00067047,0.001083076
1237648720167305506,203.4978842,-0.946560711,19.33614,18.11287,17.58092,17.24683,17.12402,756,1,586,0.8278131,0,GALAXY,0.08599704,51955,-0.003577581,1.120369e-05
1237648720135520380,130.9234954,-1.013180342,18.60574,16.9966,16.4229,16.24367,16.19345,756,1,101,0.8333142,1,STAR,-3e-05,56745,0.000906677,4.783216e-05
1237648720170909739,211.7962885,-0.878642164,17.91054,16.01636,15.15047,14.74799,14.41321,756,1,641,0.844803,1,GALAXY,0.05312244,51688,0.0012311,-0.000626326
1237648721755504792,152.3067529,0.321775384,18.74638,17.04935,16.29039,15.91345,15.61325,756,4,244,0.8906047,1,GALAXY,0.03283598,51909,-0.001318634,-0.002024286
1237648704046891049,198.6430828,-0.231226224,18.00596,16.66591,16.12919,15.92736,15.84897,752,3,368,0.8687243,1,STAR,0.000404448,54652,-0.001059869,-0.001296687
1237648721758257329,158.6987068,0.301858067,19.40918,17.49172,16.47841,15.92742,15.47477,756,4,286,0.9091228,1,GALAXY,0.06440401,51957,-0.01097698,-0.01059444
1237648720164421733,196.9186028,-0.879303841,18.4586,17.52016,17.24516,17.13437,17.12761,756,1,542,0.8172338,1,S,4.05953e-05,56727,-0.001050669,-0.000986153
1237648704593658006,221.3149568,0.147759713,18.45137,17.49443,17.08257,16.8952,16.81693,752,4,519,0.915554,1,STAR,-0.000283163,54653,0.000449169,0.001875195
1237648704586448975,204.7611224,0.019628244,19.42615,18.13907,17.60488,17.30077,17.05085,752,4,409,0.9006319,1,GALAXY,0.08713547,51955,0.01048809,0.02756886
1237648721787551818,225.5907361,0.28560463,18.55807,16.39872,15.52962,15.24372,15.06322,756,4,733,0.8769735,1,STAR,-6.41e-05,54970,-0.001203347,0.001548451
1237648704049250317,203.9812032,-0.241420293,19.39423,17.51354,16.65162,16.22017,15.91311,752,3,404,0.8598632,1,GALAXY,0.07615651,51671,-0.003969009,0.002468546
1237648721789780467,230.6643759,0.229439206,19.48961,18.2159,17.50523,17.09294,16.87079,756,4,767,0.872553,1,GALAXY,0.1128274,51673,0.008121597,0.01249377
1237648721788993889,228.8648171,0.317359296,18.88618,17.66549,17.09694,16.72708,16.56451,756,4,755,0.8811421,1,GALAXY,0.0826645,51689,-0.003803096,-0.000682925
1237648721787093111,224.5419921,0.293628998,19.06015,18.09596,17.80232,17.69531,17.66487,756,4,726,0.8493581,1,STAR,-0.000547752,54970,-0.000666771,0.000635597
1237648720166191158,201.0154794,-1.018994281,19.50069,17.4236,16.53175,16.09165,15.86524,756,1,569,0.8139782,0,GALAXY,0.08285756,51959,0.002121872,-0.001666012
1237648720690937867,173.2593717,-0.502529818,18.85049,17.84582,17.47629,17.33846,17.34741,756,2,384,0.8689214,1,S,-3.12e-05,54891,0.001938374,0.001875586
1237648703516442912,213.3346092,-0.693733442,19.54985,18.02624,17.22471,16.81355,16.5112,752,2,466,0.8451999,1,GALAXY,0.1224455,51615,0.00214604,-0.005874799
1237648703509692499,197.8837906,-0.713999781,19.43866,17.48883,16.56063,16.13155,15.78993,752,2,363,0.8626149,1,GALAXY,0.08507867,51985,0.002651474,-2.03e-05
1237648705677099366,243.3612875,0.904210758,18.77607,17.27041,16.56293,16.15935,15.88949,752,6,667,0.8500766,1,GALAXY,0.05608396,51693,0.001683513,-0.001782405
1237648721232789536,184.6622933,-0.204861851,18.90185,18.51257,18.36164,18.36592,18.21692,756,3,460,0.8795159,1,QSO,0.8290121,52000,-0.000253048,8.596577e-05
1237648705133477969,227.963761,0.455911145,19.05,17.5862,16.81732,16.80353,16.68037,752,5,564,0.9029153,0,STAR,-0.000394693,51665,0.000445782,0.002806118
1237648722833703057,162.5564493,1.131901728,19.3728,18.4798,18.16865,18.08192,17.98648,756,6,312,0.8174093,1,STAR,0.000304034,55570,-0.001886767,0.002476383
1237648720685236327,160.2486687,-0.579992361,19.31804,17.30973,16.17525,15.69015,15.31261,756,2,297,0.8764941,1,GALAXY,0.1370104,51910,-0.000971014,-0.002708435
1237648721232134231,183.2233193,-0.097944165,19.45906,17.58422,16.84433,16.59668,16.5107,756,3,450,0.8701777,1,STAR,6.828037e-05,51615,0.001850253,-0.000662844
1237649918429233355,15.83828611,13.60179511,19.53382,18.2673,17.2687,16.76256,16.44402,1035,1,68,0.8208388,1,GALAXY,0.1860265,51821,0.002444675,0.000451196
1237648721753669808,148.1463653,0.249043875,18.8115,17.67166,17.08666,16.44283,16.44788,756,4,216,0.8754447,1,GALAXY,0.08185273,51608,0.005223061,0.002730439
1237646381543326287,96.11593892,0.569639575,18.93719,16.56962,15.48036,15.06133,14.81821,211,5,368,0.8414623,1,STAR,0.000117932,52931,0.003325235,-0.000353824
1237648705127579743,214.5143668,0.511533413,19.03542,17.85989,16.84995,16.40047,16.09574,752,5,474,0.8288056,1,GALAXY,0.1250686,51615,-0.004691765,0.003409449
1237648722836914315,169.8147485,1.238675133,19.13093,18.07026,17.30418,16.81605,16.6439,756,6,361,0.8420317,1,QSO,0.1733614,51612,-0.00301843,0.000619243
1237648702973542665,199.5594602,-1.213410922,19.09463,16.98499,16.01742,15.57427,15.2165,752,1,374,0.8540736,1,GALAXY,0.08647148,51984,0.000359691,-0.005245539
1237648721754194216,149.4126436,0.332572569,19.50447,17.60776,16.69411,16.26086,15.91449,756,4,224,0.8763063,1,GALAXY,0.08085039,51633,0.00114075,-0.000434561
1237648704051085343,208.2116807,-0.328878475,19.37156,19.27102,19.04718,19.01758,19.04919,752,3,432,0.9051133,1,QSO,1.353717,51942,0.00085979,-0.000774923
1237648705128104133,215.7108987,0.534501234,19.33368,18.219,17.73709,17.33596,17.19493,752,5,482,0.7824787,0,GALAXY,0.1537792,51609,-0.001748753,0.005198881
1237648720161079306,189.3013136,-0.882750114,18.26893,17.35262,17.11444,17.0186,17.0135,756,1,491,0.8526021,1,STAR,0.000930527,54567,0.000471225,0.001039169
1237648722833178701,161.3554874,1.110151681,19.43473,18.10001,17.57246,17.38716,17.27335,756,6,304,0.8337004,1,STAR,1.069765e-05,54213,-4.19e-05,-0.001294371
1237648722834817157,165.0414312,1.245106834,19.50616,19.25483,19.12532,18.80489,18.71678,756,6,329,0.8583461,1,QSO,1.743349,51908,0.00165103,-0.002485877
1237648721233838118,187.0680894,-0.132072894,16.58433,15.07368,14.50651,14.2904,14.21311,756,3,476,0.8750148,1,STAR,0.000160598,54140,0.001066809,-0.000616633
1237648720690741285,172.8879171,-0.57425842,18.86023,17.86057,17.53515,17.44031,17.38173,756,2,381,0.8878028,1,STAR,0.000328752,51658,0.00227527,-0.001369285
1237648705129939239,219.9387246,0.531203465,18.9146,17.67455,16.96098,16.57482,16.29057,752,5,510,0.89744,1,GALAXY,0.116515,51663,-0.00556563,0.002774762
1237648705126924431,212.9562736,0.554801292,19.56446,18.7037,18.38892,18.28813,18.22342,752,5,464,0.8418539,1,STAR,-6.37e-05,55635,0.002165787,0.005212509
1237648704046760056,198.4202623,-0.305425235,18.95706,17.91488,17.84692,17.84244,17.88301,752,3,366,0.8695427,1,STAR,1.237495e-05,56727,-0.000458219,0.001043781
1237648721208279166,128.7048199,-0.115838508,17.62915,16.42177,16.03575,15.89652,15.84523,756,3,86,0.8681222,1,STAR,1.736353e-05,56745,-0.000593692,0.001515431
1237648722311315530,195.5490149,0.790756928,19.48692,19.07653,19.33255,19.54056,19.65999,756,5,533,0.8063461,1,STAR,-0.000211022,51689,0.000787491,0.001123481
1237648704588152851,208.6340906,0.08650184,16.51488,15.3716,14.95339,14.78833,14.73029,752,4,435,0.9299451,1,STAR,7.596036e-05,51943,0.001136163,-0.000208699
1237648720689954853,171.0388905,-0.425999862,17.07062,15.89509,15.52089,15.38685,15.35239,756,2,369,0.8873876,1,STAR,-2.56e-05,54891,0.001377153,-0.000203395
1237648720689692943,170.5332533,-0.489032521,19.469,17.46911,16.49142,16.05453,15.70727,756,2,365,0.8759404,1,GALAXY,0.09825518,51612,-0.006598825,0.00479162
1237648704046891095,198.7013976,-0.412739006,19.09171,16.93303,16.00233,15.63252,15.43036,752,3,368,0.8687243,1,STAR,-6.06e-05,51985,-0.001774116,-0.003660985
1237648720164880847,197.9743121,-0.858146021,18.8722,17.52619,17.07585,16.88231,16.78888,756,1,549,0.8221574,0,GALAXY,0.01786385,51985,-0.01888312,-0.05704488
1237648704049905753,205.5696899,-0.339527189,19.04493,18.06807,17.99383,17.99245,18.04222,752,3,414,0.9105767,1,S,-0.000559292,51671,0.00170019,0.001517338
1237648722835734606,167.1453909,1.069443088,19.53454,18.65685,18.33001,18.18026,18.14334,756,6,343,0.865726,1,STAR,0.001258546,55704,0.00099617,-0.000678687
1237648721790500915,232.2734364,0.360420937,17.91089,18.14672,18.601,18.94345,19.23714,756,4,778,0.8585736,1,STAR,-2.56e-05,55327,0.002675378,0.002249922
1237648704587628661,207.5085561,0.030945782,19.30079,18.11263,17.3833,16.96103,16.76486,752,4,427,0.9268736,1,GALAXY,0.2027322,51943,-0.002089002,-0.005150686
1237648721205264966,121.7799259,-0.095185892,19.1335,17.23656,16.3155,15.8938,15.55525,756,3,40,0.8410459,1,GALAXY,0.05475675,55892,0.002196271,0.000248511
1237648721231872163,182.6341046,-0.163571733,19.09848,17.04604,16.03856,15.61579,15.28631,756,3,446,0.9033186,1,G,0.1165572,51999,0.001197078,-0.001620898
1237648720165798099,200.1831494,-0.897794653,19.21392,17.17896,16.20582,15.76118,15.41096,756,1,563,0.8231176,1,GALAXY,0.08483236,51984,-0.00312215,0.003730849
1237648721233444870,186.13478,-0.134954192,19.14671,18.85321,19.14671,19.43502,19.77411,756,3,470,0.896279,1,STAR,4.094162e-05,54153,0.000398026,-0.000294406
1237648704048464089,202.2229649,-0.32268508,17.18507,15.72415,15.00004,14.63665,14.33394,752,3,392,0.8855692,0,GALAXY,0.04613728,51959,-0.002027047,-0.00952862
1237648704591626254,216.57518,0.18140848,18.74941,17.5868,17.16628,16.99931,16.95872,752,4,488,0.8375451,1,STAR,-5.74e-05,51637,0.002252279,-0.000309795
1237648704052724040,212.0324821,-0.381704817,19.47569,19.01814,18.95258,19.06635,18.83752,752,3,457,0.8634478,1,QSO,0.7692741,51688,-0.001528653,0.003357255
1237648720167829556,204.729351,-1.04166699,18.25156,18.36297,18.22492,18.16315,18.28926,756,1,594,0.8045723,1,QSO,1.296158,51671,0.0014989,0.000526391
1237648720689954909,171.1089389,-0.42705683,17.8931,16.45904,15.89366,15.55947,15.30833,756,2,369,0.8873876,1,GALAXY,0.04872853,51614,-0.002191736,1.588682e-05
1237648721786765489,223.6921117,0.275361518,18.99708,17.5616,16.91179,16.53033,16.29783,756,4,721,0.8845927,1,GALAXY,0.06701858,51994,0.003238211,0.002998285
1237649918428512388,14.16542419,13.7158697,19.24065,17.81625,17.02291,16.61272,16.29519,1035,1,57,0.839542,1,GALAXY,0.08235534,51821,0.000270074,-0.001207684
1237648704590643461,214.424797,0.189855585,19.42216,17.83444,16.9108,16.5359,16.3049,752,4,473,0.8154989,1,G,0.05363373,51615,-0.002826275,0.001111492
1237648721756356733,154.2509841,0.310256032,19.42243,17.50313,16.63027,16.22199,15.8865,756,4,257,0.882645,1,GALAXY,0.07038519,51883,-0.001131251,0.000808518
1237648704049643723,204.8926595,-0.276544462,19.09873,17.04296,15.86903,15.40799,15.02558,752,3,410,0.901428,1,GALAXY,0.1451776,51671,-0.002099834,-0.00172761
1237648675603546198,238.5535388,1.188850494,18.78255,18.51415,18.78695,19.00289,19.33833,745,6,533,0.3145903,1,S,-9.85e-05,51692,-0.002463137,0.002346643
1237648703517622402,215.9560774,-0.645832639,19.55666,19.50379,19.18158,19.10172,19.20013,752,2,484,0.7818705,0,QSO,1.287488,51613,-0.004264256,0.007129664
1237648704594640981,223.5153677,0.021711597,18.70699,17.16095,16.49718,16.28709,16.18022,752,4,534,0.9540014,1,STAR,-2.25e-05,54970,0.001462072,0.00034421
1237648704054231221,215.3792786,-0.21314747,19.2812,17.41286,16.44519,16.00515,15.41987,752,3,480,0.8317106,0,GALAXY,0.05194937,51609,0.0340972,-0.01320456
1237649918429429983,16.32818043,13.49518079,17.62466,16.45527,15.96967,15.68874,15.51455,1035,1,71,0.8372906,1,GALAXY,0.05739678,51811,-0.000480944,-0.004740732
1237648721233969221,187.4092698,-0.007823189,17.88023,16.4523,15.86472,15.61591,15.48214,756,3,478,0.8772645,1,GALAXY,0.0,54140,0.000772541,-0.000766214
1237648720684515357,158.6030259,-0.628293159,19.0219,18.88751,18.61616,18.67017,18.80814,756,2,286,0.8781043,1,QSO,1.103929,51957,-0.000360262,0.002615304
1237648720160555029,188.0917014,-0.939693606,18.17443,17.01826,16.6228,16.47926,16.42162,756,1,483,0.8572179,1,STAR,0.000147136,54562,0.001405851,-0.000944477
1237648721786699814,223.5587929,0.355957652,18.94437,17.53008,16.79638,16.38694,16.12307,756,4,720,0.8852735,1,GALAXY,0.1162082,51994,-0.001563591,-0.00158269
1237648720161210537,189.598891,-0.966749455,18.07636,16.16198,15.2931,14.88043,14.58777,756,1,493,0.83514,1,GALAXY,0.04837527,51928,0.000779989,-0.003411843
1237648722829443211,152.8863603,1.131973022,19.20716,18.04355,17.51539,17.29384,17.18084,756,6,247,0.8397675,1,STAR,0.000208862,51909,0.003529778,0.000266181
1237648720684187778,157.8385604,-0.59609482,19.04871,17.37406,16.45548,15.98883,15.65041,756,2,281,0.8754739,1,GALAXY,0.1174573,51957,0.01031162,-0.002822907
1237648721754390648,149.8893375,0.263076614,18.1793,15.9787,15.06057,14.70557,14.50055,756,4,227,0.876526,1,STAR,-0.00015267,54468,-0.001612874,-0.0008619
1237648720166715580,202.2088184,-0.908488084,18.3271,17.11525,16.51097,16.22396,15.95873,756,1,577,0.8049307,1,G,0.02165733,51959,0.002351073,0.002779747
1237648721205723623,122.8184002,-0.176536387,19.34898,18.02449,17.50823,17.32717,17.27678,756,3,47,0.8641129,1,STAR,0.000210657,53816,0.001600951,-0.000630531
1237648720130736731,120.0976098,-0.873775965,17.86172,16.3842,15.20315,15.65936,15.5272,756,1,28,0.9089575,1,STAR,0.000132566,56739,0.005053985,-0.002816097
1237648704588808384,210.2421914,0.116455587,19.59291,17.53688,16.59259,16.14751,15.79559,752,4,445,0.9049315,1,GALAXY,0.08134419,51942,-0.002060199,-0.001908751
1237648705131708531,223.9655574,0.45094197,17.88149,17.45606,17.56832,17.51216,17.60666,752,5,537,0.9238749,1,QSO,0.6031489,51994,0.000196984,0.000406331
1237648705135837286,233.4216926,0.525812892,18.72535,17.42013,17.3076,16.59681,16.43557,752,5,600,0.8776887,0,STAR,-9.98e-05,51989,-0.001953987,0.000124968
1237646586100318755,82.67747226,-0.601515653,19.42872,17.67688,16.75712,16.30523,16.02833,259,2,508,0.8373343,1,STAR,0.000125828,53401,0.001764735,0.000517545
1237648703511527652,202.1559483,-0.652240982,19.11391,17.9805,17.18284,16.7886,16.52009,752,2,391,0.8753747,1,GALAXY,0.1765474,51955,0.000777445,0.003046097
1237648722831605874,157.6852672,1.246534572,19.36776,18.09338,17.50092,17.12715,16.99715,756,6,280,0.8443547,0,GALAXY,0.09744141,51957,0.006551289,-0.01120168
1237648720688316427,167.2635397,-0.429064873,19.17924,19.07219,18.84341,18.77594,18.84654,756,2,344,0.8856377,1,QSO,1.330264,51900,0.001713636,0.002732741
1237648721754456085,149.9144606,0.411247045,18.83391,17.65896,17.12987,16.90308,16.78499,756,4,228,0.8770173,1,STAR,0.000157964,54468,-0.00020402,9.600753e-05
1237649918428512355,14.10287204,13.75677195,19.58065,17.81135,16.84504,16.38073,16.02061,1035,1,57,0.839542,1,GALAXY,0.1368399,51871,0.000860097,-0.001382056
1237648722312102027,197.4260114,0.760773832,17.60306,16.1912,15.61164,15.37841,15.27622,756,5,545,0.8212021,1,STAR,0.000396756,54652,0.00048652,0.000988093
1237648703510478979,199.6550339,-0.707468234,18.20212,16.94959,16.30258,15.89587,15.62526,752,2,375,0.8718478,0,GALAXY,0.08120288,51984,-0.001274602,-0.001001788
1237648721754456138,149.9489142,0.29494796,17.81526,16.20362,15.63635,15.42636,15.34886,756,4,228,0.8770173,1,STAR,9.023838e-05,54468,-0.00122711,-0.000969904
1237648702970658840,192.9424574,-1.106188869,18.4084,17.40799,17.02112,16.86436,16.79816,752,1,330,0.8586786,1,STAR,-0.000298682,51997,0.000689328,0.000618282
1237648720161800281,191.0273907,-0.863451158,19.26102,18.34719,18.05905,17.96139,17.94309,756,1,502,0.8451726,1,STAR,6.685799e-05,55214,0.000329468,-0.001272371
1237648721788338377,227.2867647,0.253465171,18.11467,16.99799,16.59899,16.3277,16.19096,756,4,745,0.8886253,1,GALAXY,0.05401507,51990,0.00426995,0.003035493
1237648703510544542,199.8359598,-0.762394036,19.40141,17.64815,16.74163,16.27198,15.94268,752,2,376,0.873929,1,GALAXY,0.08888021,51984,0.000266125,-0.005841465
1237648721206510085,124.6462583,-0.098036056,19.52724,19.69143,19.99062,20.27857,20.48277,756,3,59,0.8842627,1,STAR,1.203378e-05,53846,-0.000215569,0.001493895
1237648704589398151,211.4634072,0.047986212,19.54588,18.3832,17.71288,17.3502,17.07357,752,4,454,0.9029679,0,GALAXY,0.1120524,51688,-0.007601283,0.000622944
